username,state
ist425837,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": ""346.8"", ""ee7985c42de044fe990bc83faa3e93d2_2_1"": ""84537"", ""ee7985c42de044fe990bc83faa3e93d2_5_1"": ""2.57"", ""ee7985c42de044fe990bc83faa3e93d2_4_1"": ""3.28""}, ""correct_map"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {}}, ""last_submission_time"": ""2019-12-02T15:36:53Z""}"
ist187187,"{""correct_map"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": ""343.1"", ""ee7985c42de044fe990bc83faa3e93d2_2_1"": ""87187"", ""ee7985c42de044fe990bc83faa3e93d2_5_1"": ""2.86"", ""ee7985c42de044fe990bc83faa3e93d2_4_1"": ""3.66""}, ""input_state"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {}}, ""last_submission_time"": ""2019-12-02T17:46:48Z""}"
ist181116,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": ""328.5"", ""ee7985c42de044fe990bc83faa3e93d2_2_1"": ""81116"", ""ee7985c42de044fe990bc83faa3e93d2_5_1"": ""2.18"", ""ee7985c42de044fe990bc83faa3e93d2_4_1"": ""2.76""}, ""correct_map"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {}}, ""last_submission_time"": ""2019-12-02T14:23:47Z""}"
ist178832,"{""seed"": 1, ""input_state"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {}}}"
ist425610,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": ""8.3"", ""ee7985c42de044fe990bc83faa3e93d2_2_1"": ""84310"", ""ee7985c42de044fe990bc83faa3e93d2_5_1"": ""0.97"", ""ee7985c42de044fe990bc83faa3e93d2_4_1"": ""1.24""}, ""correct_map"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {}}, ""last_submission_time"": ""2019-12-02T15:59:37Z""}"
ist425521,"{""correct_map"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": ""85.8"", ""ee7985c42de044fe990bc83faa3e93d2_2_1"": ""84221"", ""ee7985c42de044fe990bc83faa3e93d2_5_1"": ""1.48"", ""ee7985c42de044fe990bc83faa3e93d2_4_1"": ""1.84""}, ""input_state"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {}}, ""last_submission_time"": ""2019-12-02T14:20:09Z""}"
ist425611,"{""seed"": 1, ""input_state"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {}}}"
ist180864,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": ""267.3"", ""ee7985c42de044fe990bc83faa3e93d2_2_1"": ""80864"", ""ee7985c42de044fe990bc83faa3e93d2_5_1"": ""2.01"", ""ee7985c42de044fe990bc83faa3e93d2_4_1"": ""2.52""}, ""correct_map"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {}}, ""last_submission_time"": ""2019-12-02T15:39:21Z""}"
ist180920,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": ""17.8"", ""ee7985c42de044fe990bc83faa3e93d2_2_1"": ""80920"", ""ee7985c42de044fe990bc83faa3e93d2_5_1"": ""0.92"", ""ee7985c42de044fe990bc83faa3e93d2_4_1"": ""1.15""}, ""correct_map"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {}}, ""last_submission_time"": ""2019-12-02T15:08:41Z""}"
CarlosSantosSilva,"{""correct_map"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {}}, ""last_submission_time"": ""2019-11-28T19:30:33Z"", ""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": ""1.2"", ""ee7985c42de044fe990bc83faa3e93d2_2_1"": ""99999"", ""ee7985c42de044fe990bc83faa3e93d2_5_1"": ""3658.9"", ""ee7985c42de044fe990bc83faa3e93d2_4_1"": ""200.43""}}"
ist426398,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": ""402.6"", ""ee7985c42de044fe990bc83faa3e93d2_2_1"": ""85109"", ""ee7985c42de044fe990bc83faa3e93d2_5_1"": ""2.75"", ""ee7985c42de044fe990bc83faa3e93d2_4_1"": ""3.53""}, ""correct_map"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {}}, ""last_submission_time"": ""2019-12-02T12:24:18Z""}"
ist62256,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": ""123.4"", ""ee7985c42de044fe990bc83faa3e93d2_2_1"": ""30701"", ""ee7985c42de044fe990bc83faa3e93d2_5_1"": ""0.95"", ""ee7985c42de044fe990bc83faa3e93d2_4_1"": ""0.98""}, ""correct_map"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {}}, ""last_submission_time"": ""2019-11-29T11:04:03Z""}"
ist428296,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": ""456"", ""ee7985c42de044fe990bc83faa3e93d2_2_1"": ""28296"", ""ee7985c42de044fe990bc83faa3e93d2_5_1"": ""34"", ""ee7985c42de044fe990bc83faa3e93d2_4_1"": ""898""}, ""correct_map"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {}}, ""last_submission_time"": ""2019-11-29T09:51:38Z""}"
ist187227,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": ""322.3"", ""ee7985c42de044fe990bc83faa3e93d2_2_1"": ""87227"", ""ee7985c42de044fe990bc83faa3e93d2_5_1"": ""2.81"", ""ee7985c42de044fe990bc83faa3e93d2_4_1"": ""3.59""}, ""correct_map"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {}}, ""last_submission_time"": ""2019-12-01T19:34:07Z""}"
ist187240,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": ""29.7"", ""ee7985c42de044fe990bc83faa3e93d2_2_1"": ""87240"", ""ee7985c42de044fe990bc83faa3e93d2_5_1"": ""1.24"", ""ee7985c42de044fe990bc83faa3e93d2_4_1"": ""1.58""}, ""correct_map"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {}}, ""last_submission_time"": ""2019-12-01T20:58:55Z""}"
ist180905,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": ""284.3"", ""ee7985c42de044fe990bc83faa3e93d2_2_1"": ""80905"", ""ee7985c42de044fe990bc83faa3e93d2_5_1"": ""2.06"", ""ee7985c42de044fe990bc83faa3e93d2_4_1"": ""2.59""}, ""correct_map"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {}}, ""last_submission_time"": ""2019-12-02T13:14:23Z""}"
ist159024,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": ""178.18"", ""ee7985c42de044fe990bc83faa3e93d2_2_1"": ""59024"", ""ee7985c42de044fe990bc83faa3e93d2_5_1"": ""12.56"", ""ee7985c42de044fe990bc83faa3e93d2_4_1"": ""0""}, ""correct_map"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {}}, ""last_submission_time"": ""2019-12-02T16:51:53Z""}"
ist195280,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": ""47.1"", ""ee7985c42de044fe990bc83faa3e93d2_2_1"": ""95280"", ""ee7985c42de044fe990bc83faa3e93d2_5_1"": ""1.87"", ""ee7985c42de044fe990bc83faa3e93d2_4_1"": ""2.39""}, ""correct_map"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {}}, ""last_submission_time"": ""2019-12-02T10:46:45Z""}"
ist195024,"{""correct_map"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {}}, ""last_submission_time"": ""2019-12-02T16:43:01Z"", ""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": ""180.8"", ""ee7985c42de044fe990bc83faa3e93d2_2_1"": ""95024"", ""ee7985c42de044fe990bc83faa3e93d2_5_1"": ""3.10"", ""ee7985c42de044fe990bc83faa3e93d2_4_1"": ""3.97""}}"
ist187159,"{""correct_map"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_2_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_5_1"": {}, ""ee7985c42de044fe990bc83faa3e93d2_4_1"": {}}, ""last_submission_time"": ""2019-12-02T15:55:51Z"", ""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""ee7985c42de044fe990bc83faa3e93d2_3_1"": ""400.6"", ""ee7985c42de044fe990bc83faa3e93d2_2_1"": ""87159"", ""ee7985c42de044fe990bc83faa3e93d2_5_1"": ""2.99"", ""ee7985c42de044fe990bc83faa3e93d2_4_1"": ""3.84""}}"
